locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFKFBACJ_03275	CDS	990				hypothetical protein
AFKFBACJ_03276	gene	576				
AFKFBACJ_03276	CDS	576				hypothetical protein
AFKFBACJ_03277	gene	915	hcaR_5			
AFKFBACJ_03277	CDS	915	hcaR_5			Hca operon transcriptional activator HcaR
AFKFBACJ_03278	gene	933				
AFKFBACJ_03278	CDS	933				hypothetical protein
AFKFBACJ_03279	gene	513				
AFKFBACJ_03279	CDS	513				hypothetical protein
AFKFBACJ_03280	gene	234				
AFKFBACJ_03280	CDS	234				hypothetical protein
AFKFBACJ_03281	gene	543				
AFKFBACJ_03281	CDS	543				hypothetical protein
AFKFBACJ_03282	gene	627	cysL			
AFKFBACJ_03282	CDS	627	cysL		COG0583	HTH-type transcriptional regulator CysL
AFKFBACJ_03283	gene	711				
AFKFBACJ_03283	CDS	711				hypothetical protein
AFKFBACJ_03284	gene	732	zupT_2			
AFKFBACJ_03284	CDS	732	zupT_2			Zinc transporter ZupT
AFKFBACJ_03285	gene	183				
AFKFBACJ_03285	CDS	183				hypothetical protein
AFKFBACJ_03286	gene	609	hppA			
AFKFBACJ_03286	CDS	609	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
AFKFBACJ_03287	gene	540	ppa			
AFKFBACJ_03287	CDS	540	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
AFKFBACJ_03288	gene	1287	purD_1			
AFKFBACJ_03288	CDS	1287	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AFKFBACJ_03289	gene	915				
AFKFBACJ_03289	CDS	915				IS91 family transposase ISMno24
AFKFBACJ_03290	gene	1203				
AFKFBACJ_03290	CDS	1203				IS91 family transposase ISAzo26
AFKFBACJ_03291	gene	591				
AFKFBACJ_03291	CDS	591				hypothetical protein
AFKFBACJ_03292	gene	801				
AFKFBACJ_03292	CDS	801				hypothetical protein
AFKFBACJ_03293	gene	597				
AFKFBACJ_03293	CDS	597				hypothetical protein
AFKFBACJ_03294	gene	876	tesB			
AFKFBACJ_03294	CDS	876	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
AFKFBACJ_03295	gene	501	tpx			
AFKFBACJ_03295	CDS	501	tpx	1.11.1.15	COG2077	Thiol peroxidase
AFKFBACJ_03296	gene	1362	gcvPA			
AFKFBACJ_03296	CDS	1362	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
AFKFBACJ_03297	gene	342	gcvH_3			
AFKFBACJ_03297	CDS	342	gcvH_3		COG0509	Glycine cleavage system H protein
AFKFBACJ_03298	gene	2148				
AFKFBACJ_03298	CDS	2148				hypothetical protein
AFKFBACJ_03299	gene	1179	ctpC			
AFKFBACJ_03299	CDS	1179	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
AFKFBACJ_03300	gene	867				
AFKFBACJ_03300	CDS	867				hypothetical protein
AFKFBACJ_03301	gene	660				
AFKFBACJ_03301	CDS	660				hypothetical protein
AFKFBACJ_03302	gene	1350				
AFKFBACJ_03302	CDS	1350				hypothetical protein
AFKFBACJ_03303	gene	729				
AFKFBACJ_03303	CDS	729				hypothetical protein
AFKFBACJ_03304	gene	735				
AFKFBACJ_03304	CDS	735				hypothetical protein
AFKFBACJ_03305	gene	885				
AFKFBACJ_03305	CDS	885				hypothetical protein
AFKFBACJ_03306	gene	267				
AFKFBACJ_03306	CDS	267				hypothetical protein
AFKFBACJ_03307	gene	300	dhfrIII			
AFKFBACJ_03307	CDS	300	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
AFKFBACJ_03308	gene	537				
AFKFBACJ_03308	CDS	537				hypothetical protein
AFKFBACJ_03309	gene	855	nadC_1			
AFKFBACJ_03309	CDS	855	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
AFKFBACJ_03310	gene	894	argF			
AFKFBACJ_03310	CDS	894	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase 1, anabolic
AFKFBACJ_03311	gene	417				
AFKFBACJ_03311	CDS	417				hypothetical protein
AFKFBACJ_03312	gene	1761				
AFKFBACJ_03312	CDS	1761				hypothetical protein
AFKFBACJ_03313	gene	696				
AFKFBACJ_03313	CDS	696				hypothetical protein
AFKFBACJ_03314	gene	1503	ttgI_4			
AFKFBACJ_03314	CDS	1503	ttgI_4			Toluene efflux pump outer membrane protein TtgI
AFKFBACJ_03315	gene	138				
AFKFBACJ_03315	CDS	138				hypothetical protein
AFKFBACJ_03316	gene	1410	yhdG_3			
AFKFBACJ_03316	CDS	1410	yhdG_3		COG0531	putative amino acid permease YhdG
AFKFBACJ_03317	gene	834				
AFKFBACJ_03317	CDS	834				hypothetical protein
AFKFBACJ_03318	gene	1887				
AFKFBACJ_03318	CDS	1887				hypothetical protein
AFKFBACJ_03319	gene	789				
AFKFBACJ_03319	CDS	789				hypothetical protein
AFKFBACJ_03320	gene	1251	epsF			
AFKFBACJ_03320	CDS	1251	epsF		COG1459	Type II secretion system protein F
AFKFBACJ_03321	gene	483	epsE			
AFKFBACJ_03321	CDS	483	epsE		COG2804	Type II secretion system protein E
AFKFBACJ_03322	gene	2439	pvdQ			
AFKFBACJ_03322	CDS	2439	pvdQ	3.5.1.97	COG2366	Acyl-homoserine lactone acylase PvdQ
AFKFBACJ_03323	gene	1047	flhB			
AFKFBACJ_03323	CDS	1047	flhB		COG1377	Flagellar biosynthetic protein FlhB
AFKFBACJ_03324	gene	1059				
AFKFBACJ_03324	CDS	1059				hypothetical protein
AFKFBACJ_03325	gene	1428				
AFKFBACJ_03325	CDS	1428				hypothetical protein
AFKFBACJ_03326	gene	237				
AFKFBACJ_03326	CDS	237				hypothetical protein
AFKFBACJ_03327	gene	606	fadR			
AFKFBACJ_03327	CDS	606	fadR			Fatty acid metabolism regulator protein
AFKFBACJ_03328	gene	1203				
AFKFBACJ_03328	CDS	1203				hypothetical protein
AFKFBACJ_03329	gene	456	tylF			
AFKFBACJ_03329	CDS	456	tylF	2.1.1.101		Macrocin O-methyltransferase
AFKFBACJ_03330	gene	672				
AFKFBACJ_03330	CDS	672				hypothetical protein
AFKFBACJ_03331	gene	1155				
AFKFBACJ_03331	CDS	1155				hypothetical protein
AFKFBACJ_03332	gene	183				
AFKFBACJ_03332	CDS	183				hypothetical protein
AFKFBACJ_03333	gene	540				
AFKFBACJ_03333	CDS	540				hypothetical protein
AFKFBACJ_03334	gene	249				
AFKFBACJ_03334	CDS	249				hypothetical protein
AFKFBACJ_03335	gene	1341	tolB			
AFKFBACJ_03335	CDS	1341	tolB		COG0823	Tol-Pal system protein TolB
AFKFBACJ_03336	gene	834				
AFKFBACJ_03336	CDS	834				hypothetical protein
AFKFBACJ_03337	gene	423				
AFKFBACJ_03337	CDS	423				hypothetical protein
AFKFBACJ_03338	gene	456				
AFKFBACJ_03338	CDS	456				hypothetical protein
AFKFBACJ_03339	gene	309				
AFKFBACJ_03339	CDS	309				hypothetical protein
AFKFBACJ_03340	gene	819				
AFKFBACJ_03340	CDS	819				hypothetical protein
AFKFBACJ_03341	gene	567				
AFKFBACJ_03341	CDS	567				hypothetical protein
AFKFBACJ_03342	gene	525				
AFKFBACJ_03342	CDS	525				hypothetical protein
AFKFBACJ_03343	gene	495				
AFKFBACJ_03343	CDS	495				hypothetical protein
AFKFBACJ_03344	gene	1602	mdoD			
AFKFBACJ_03344	CDS	1602	mdoD		COG3131	Glucans biosynthesis protein D
AFKFBACJ_03345	gene	198				
AFKFBACJ_03345	CDS	198				hypothetical protein
AFKFBACJ_03346	gene	1749	yhcR_2			
AFKFBACJ_03346	CDS	1749	yhcR_2	3.1.31.-	COG0737	Endonuclease YhcR
AFKFBACJ_03347	gene	768	xthA_1			
AFKFBACJ_03347	CDS	768	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
AFKFBACJ_03348	gene	1095				
AFKFBACJ_03348	CDS	1095		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
AFKFBACJ_03349	gene	1008				
AFKFBACJ_03349	CDS	1008				hypothetical protein
AFKFBACJ_03350	gene	858				
AFKFBACJ_03350	CDS	858				hypothetical protein
AFKFBACJ_03351	gene	1188	emrA_6			
AFKFBACJ_03351	CDS	1188	emrA_6		COG1566	Multidrug export protein EmrA
AFKFBACJ_03352	gene	432	ttgC_3			
AFKFBACJ_03352	CDS	432	ttgC_3		COG1538	putative efflux pump outer membrane protein TtgC
AFKFBACJ_03353	gene	582	idi			
AFKFBACJ_03353	CDS	582	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
AFKFBACJ_03354	gene	1239	galK			
AFKFBACJ_03354	CDS	1239	galK	2.7.1.6		Galactokinase
AFKFBACJ_03355	gene	1137	purD_2			
AFKFBACJ_03355	CDS	1137	purD_2	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AFKFBACJ_03356	gene	561				
AFKFBACJ_03356	CDS	561				hypothetical protein
AFKFBACJ_03357	gene	960				
AFKFBACJ_03357	CDS	960		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
AFKFBACJ_03358	gene	411				
AFKFBACJ_03358	CDS	411				hypothetical protein
AFKFBACJ_03359	gene	1041				
AFKFBACJ_03359	CDS	1041				hypothetical protein
AFKFBACJ_03360	gene	192				
AFKFBACJ_03360	CDS	192				hypothetical protein
AFKFBACJ_03361	gene	399				
AFKFBACJ_03361	CDS	399				hypothetical protein
AFKFBACJ_03362	gene	579	sigK			
AFKFBACJ_03362	CDS	579	sigK		COG1595	ECF RNA polymerase sigma factor SigK
AFKFBACJ_03363	gene	1005	hemB			
AFKFBACJ_03363	CDS	1005	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AFKFBACJ_03364	gene	672				
AFKFBACJ_03364	CDS	672				hypothetical protein
AFKFBACJ_03365	gene	126				
AFKFBACJ_03365	CDS	126				hypothetical protein
AFKFBACJ_03366	gene	801				
AFKFBACJ_03366	CDS	801				hypothetical protein
AFKFBACJ_03367	gene	744				
AFKFBACJ_03367	CDS	744				hypothetical protein
AFKFBACJ_03368	gene	363				
AFKFBACJ_03368	CDS	363				hypothetical protein
AFKFBACJ_03369	gene	327				
AFKFBACJ_03369	CDS	327				hypothetical protein
AFKFBACJ_03370	gene	798				
AFKFBACJ_03370	CDS	798				hypothetical protein
AFKFBACJ_03371	gene	540				
AFKFBACJ_03371	CDS	540				hypothetical protein
AFKFBACJ_03372	gene	828				
AFKFBACJ_03372	CDS	828				hypothetical protein
AFKFBACJ_03373	gene	144				
AFKFBACJ_03373	CDS	144				hypothetical protein
AFKFBACJ_03374	gene	882				
AFKFBACJ_03374	CDS	882			COG0596	putative protein
AFKFBACJ_03375	gene	1707				
AFKFBACJ_03375	CDS	1707				hypothetical protein
AFKFBACJ_03376	gene	372				
AFKFBACJ_03376	CDS	372				hypothetical protein
AFKFBACJ_03377	gene	573				
AFKFBACJ_03377	CDS	573				hypothetical protein
AFKFBACJ_03378	gene	231				
AFKFBACJ_03378	CDS	231				hypothetical protein
AFKFBACJ_03379	gene	381				
AFKFBACJ_03379	CDS	381				hypothetical protein
AFKFBACJ_03380	gene	465				
AFKFBACJ_03380	CDS	465				hypothetical protein
AFKFBACJ_03381	gene	645	nsaD_3			
AFKFBACJ_03381	CDS	645	nsaD_3	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
AFKFBACJ_03382	gene	276				
AFKFBACJ_03382	CDS	276		1.3.99.4		3-oxosteroid 1-dehydrogenase
AFKFBACJ_03383	gene	309				
AFKFBACJ_03383	CDS	309				hypothetical protein
AFKFBACJ_03384	gene	1674				
AFKFBACJ_03384	CDS	1674				hypothetical protein
AFKFBACJ_03385	gene	162				
AFKFBACJ_03385	CDS	162				hypothetical protein
AFKFBACJ_03386	gene	489				
AFKFBACJ_03386	CDS	489				hypothetical protein
AFKFBACJ_03387	gene	678	prtR			
AFKFBACJ_03387	CDS	678	prtR		COG2932	HTH-type transcriptional regulator PrtR
AFKFBACJ_03388	gene	255				
AFKFBACJ_03388	CDS	255				hypothetical protein
AFKFBACJ_03389	gene	474				
AFKFBACJ_03389	CDS	474				hypothetical protein
AFKFBACJ_03390	gene	171				
AFKFBACJ_03390	CDS	171				hypothetical protein
AFKFBACJ_03391	gene	1770				
AFKFBACJ_03391	CDS	1770				hypothetical protein
AFKFBACJ_03392	gene	732				
AFKFBACJ_03392	CDS	732				hypothetical protein
AFKFBACJ_03393	gene	1098				
AFKFBACJ_03393	CDS	1098				hypothetical protein
AFKFBACJ_03394	gene	1023	glk_4			
AFKFBACJ_03394	CDS	1023	glk_4	2.7.1.2	COG0837	Glucokinase
AFKFBACJ_03395	gene	810				
AFKFBACJ_03395	CDS	810				hypothetical protein
AFKFBACJ_03396	gene	282				
AFKFBACJ_03396	CDS	282				hypothetical protein
AFKFBACJ_03397	gene	597				
AFKFBACJ_03397	CDS	597				hypothetical protein
AFKFBACJ_03398	gene	867				
AFKFBACJ_03398	CDS	867				hypothetical protein
AFKFBACJ_03399	gene	243				
AFKFBACJ_03399	CDS	243				hypothetical protein
AFKFBACJ_03400	gene	234	kdpE_2			
AFKFBACJ_03400	CDS	234	kdpE_2		COG0745	KDP operon transcriptional regulatory protein KdpE
AFKFBACJ_03401	gene	333				
AFKFBACJ_03401	CDS	333				hypothetical protein
AFKFBACJ_03402	gene	1617	pcp_4			
AFKFBACJ_03402	CDS	1617	pcp_4	3.4.21.100		Pseudomonalisin
AFKFBACJ_03403	gene	375				
AFKFBACJ_03403	CDS	375				hypothetical protein
AFKFBACJ_03404	gene	915				
AFKFBACJ_03404	CDS	915				hypothetical protein
AFKFBACJ_03405	gene	516	sigE			
AFKFBACJ_03405	CDS	516	sigE		COG1595	ECF RNA polymerase sigma factor SigE
AFKFBACJ_03406	gene	522	sir2			
AFKFBACJ_03406	CDS	522	sir2	2.3.1.286	COG0846	NAD-dependent protein deacylase Sir2
AFKFBACJ_03407	gene	294				
AFKFBACJ_03407	CDS	294				hypothetical protein
AFKFBACJ_03408	gene	789				
AFKFBACJ_03408	CDS	789				hypothetical protein
AFKFBACJ_03409	gene	534				
AFKFBACJ_03409	CDS	534				hypothetical protein
AFKFBACJ_03410	gene	558				
AFKFBACJ_03410	CDS	558				hypothetical protein
AFKFBACJ_03411	gene	126	lysA_2			
AFKFBACJ_03411	CDS	126	lysA_2	4.1.1.20		Diaminopimelate decarboxylase
AFKFBACJ_03412	gene	312				
AFKFBACJ_03412	CDS	312				hypothetical protein
AFKFBACJ_03413	gene	1365				
AFKFBACJ_03413	CDS	1365				hypothetical protein
AFKFBACJ_03414	gene	381				
AFKFBACJ_03414	CDS	381				hypothetical protein
AFKFBACJ_03415	gene	762	lepB_2			
AFKFBACJ_03415	CDS	762	lepB_2	3.4.21.89	COG0681	Signal peptidase I
AFKFBACJ_03416	gene	765	lepA			
AFKFBACJ_03416	CDS	765	lepA	3.6.5.-	COG0481	Elongation factor 4
AFKFBACJ_03417	gene	1281	norW			
AFKFBACJ_03417	CDS	1281	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
AFKFBACJ_03418	gene	1089				
AFKFBACJ_03418	CDS	1089				hypothetical protein
AFKFBACJ_03419	gene	1047	btuD_3			
AFKFBACJ_03419	CDS	1047	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AFKFBACJ_03420	gene	249	cspA			
AFKFBACJ_03420	CDS	249	cspA		COG1278	Major cold shock protein CspA
AFKFBACJ_03421	gene	804	fadH_2			
AFKFBACJ_03421	CDS	804	fadH_2	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
AFKFBACJ_03422	gene	291				
AFKFBACJ_03422	CDS	291				hypothetical protein
AFKFBACJ_03423	gene	735	cysH_2			
AFKFBACJ_03423	CDS	735	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
AFKFBACJ_03424	gene	1056				
AFKFBACJ_03424	CDS	1056				hypothetical protein
AFKFBACJ_03425	gene	210				
AFKFBACJ_03425	CDS	210				hypothetical protein
AFKFBACJ_03426	gene	1227	hutI_3			
AFKFBACJ_03426	CDS	1227	hutI_3	3.5.2.7		Imidazolonepropionase
AFKFBACJ_03427	gene	873	scpA			
AFKFBACJ_03427	CDS	873	scpA			Segregation and condensation protein A
AFKFBACJ_03428	gene	846				
AFKFBACJ_03428	CDS	846				hypothetical protein
AFKFBACJ_03429	gene	1191				
AFKFBACJ_03429	CDS	1191				hypothetical protein
AFKFBACJ_03430	gene	954	hdfR_2			
AFKFBACJ_03430	CDS	954	hdfR_2			HTH-type transcriptional regulator HdfR
AFKFBACJ_03431	gene	570	tktA_3			
AFKFBACJ_03431	CDS	570	tktA_3	2.2.1.1	COG0021	Transketolase 1
AFKFBACJ_03432	gene	720	exbB_2			
AFKFBACJ_03432	CDS	720	exbB_2		COG0811	Biopolymer transport protein ExbB
AFKFBACJ_03433	gene	435	exbD_6			
AFKFBACJ_03433	CDS	435	exbD_6		COG0848	Biopolymer transport protein ExbD
AFKFBACJ_03434	gene	444	exbD_7			
AFKFBACJ_03434	CDS	444	exbD_7		COG0848	Biopolymer transport protein ExbD
AFKFBACJ_03435	gene	1539	mdoG			
AFKFBACJ_03435	CDS	1539	mdoG		COG3131	Glucans biosynthesis protein G
AFKFBACJ_03436	gene	651	rnt			
AFKFBACJ_03436	CDS	651	rnt	3.1.13.-	COG0847	Ribonuclease T
AFKFBACJ_03437	gene	342				
AFKFBACJ_03437	CDS	342				hypothetical protein
AFKFBACJ_03438	gene	876				
AFKFBACJ_03438	CDS	876				hypothetical protein
AFKFBACJ_03439	gene	792	tagH			
AFKFBACJ_03439	CDS	792	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
AFKFBACJ_03440	gene	390				
AFKFBACJ_03440	CDS	390				hypothetical protein
AFKFBACJ_03441	gene	579				
AFKFBACJ_03441	CDS	579				hypothetical protein
AFKFBACJ_03442	gene	498				
AFKFBACJ_03442	CDS	498				hypothetical protein
AFKFBACJ_03443	gene	153				
AFKFBACJ_03443	CDS	153				hypothetical protein
AFKFBACJ_03444	gene	771	paaF_2			
AFKFBACJ_03444	CDS	771	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AFKFBACJ_03445	gene	264				
AFKFBACJ_03445	CDS	264				hypothetical protein
AFKFBACJ_03446	gene	1116				
AFKFBACJ_03446	CDS	1116				hypothetical protein
AFKFBACJ_03447	gene	534				
AFKFBACJ_03447	CDS	534				hypothetical protein
AFKFBACJ_03448	gene	1656				
AFKFBACJ_03448	CDS	1656		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AFKFBACJ_03449	gene	1041	virS_5			
AFKFBACJ_03449	CDS	1041	virS_5			HTH-type transcriptional regulator VirS
AFKFBACJ_03450	gene	861				
AFKFBACJ_03450	CDS	861				hypothetical protein
AFKFBACJ_03451	gene	468	map			
AFKFBACJ_03451	CDS	468	map	3.4.11.18	COG0024	Methionine aminopeptidase
AFKFBACJ_03452	gene	1689				
AFKFBACJ_03452	CDS	1689				hypothetical protein
AFKFBACJ_03453	gene	906	dmlR_8			
AFKFBACJ_03453	CDS	906	dmlR_8			HTH-type transcriptional regulator DmlR
AFKFBACJ_03454	gene	567	emtA			
AFKFBACJ_03454	CDS	567	emtA	4.2.2.-		Endo-type membrane-bound lytic murein transglycosylase A
AFKFBACJ_03455	gene	855				
AFKFBACJ_03455	CDS	855				hypothetical protein
AFKFBACJ_03456	gene	252				
AFKFBACJ_03456	CDS	252				hypothetical protein
AFKFBACJ_03457	gene	669				
AFKFBACJ_03457	CDS	669				hypothetical protein
AFKFBACJ_03458	gene	261				
AFKFBACJ_03458	CDS	261				hypothetical protein
AFKFBACJ_03459	gene	534	act			
AFKFBACJ_03459	CDS	534	act	3.-.-.-		Methanol dehydrogenase activator
AFKFBACJ_03460	gene	282				
AFKFBACJ_03460	CDS	282				hypothetical protein
AFKFBACJ_03461	gene	1323	amtB_2			
AFKFBACJ_03461	CDS	1323	amtB_2			Ammonia channel
AFKFBACJ_03462	gene	1512				
AFKFBACJ_03462	CDS	1512				hypothetical protein
AFKFBACJ_03463	gene	339				
AFKFBACJ_03463	CDS	339				hypothetical protein
AFKFBACJ_03464	gene	372				
AFKFBACJ_03464	CDS	372				hypothetical protein
AFKFBACJ_03465	gene	1548				
AFKFBACJ_03465	CDS	1548				hypothetical protein
AFKFBACJ_03466	gene	483	cfa_2			
AFKFBACJ_03466	CDS	483	cfa_2	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
AFKFBACJ_03467	gene	657				
AFKFBACJ_03467	CDS	657				hypothetical protein
AFKFBACJ_03468	gene	747	cdh			
AFKFBACJ_03468	CDS	747	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
AFKFBACJ_03469	gene	639	gcvA_3			
AFKFBACJ_03469	CDS	639	gcvA_3			Glycine cleavage system transcriptional activator
AFKFBACJ_03470	gene	1026	pal_13			
AFKFBACJ_03470	CDS	1026	pal_13			Peptidoglycan-associated lipoprotein
AFKFBACJ_03471	gene	996	sohB			
AFKFBACJ_03471	CDS	996	sohB	3.4.21.-	COG0616	putative protease SohB
AFKFBACJ_03472	gene	174	aroG_4			
AFKFBACJ_03472	CDS	174	aroG_4	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
AFKFBACJ_03473	gene	1032				
AFKFBACJ_03473	CDS	1032				hypothetical protein
AFKFBACJ_03474	gene	1266				
AFKFBACJ_03474	CDS	1266				hypothetical protein
AFKFBACJ_03475	gene	843				
AFKFBACJ_03475	CDS	843				hypothetical protein
AFKFBACJ_03476	gene	1317				
AFKFBACJ_03476	CDS	1317				hypothetical protein
AFKFBACJ_03477	gene	312				
AFKFBACJ_03477	CDS	312				hypothetical protein
AFKFBACJ_03478	gene	867	mpaA_2			
AFKFBACJ_03478	CDS	867	mpaA_2	3.4.17.-		Murein peptide amidase A
AFKFBACJ_03479	gene	666	dsbA_3			
AFKFBACJ_03479	CDS	666	dsbA_3		COG0526	Thiol:disulfide interchange protein DsbA
AFKFBACJ_03480	gene	378	cc4			
AFKFBACJ_03480	CDS	378	cc4		COG2863	Cytochrome c4
AFKFBACJ_03481	gene	369				
AFKFBACJ_03481	CDS	369				hypothetical protein
AFKFBACJ_03482	gene	1770	qgdA			
AFKFBACJ_03482	CDS	1770	qgdA	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH-IIG
AFKFBACJ_03483	gene	498				
AFKFBACJ_03483	CDS	498				hypothetical protein
AFKFBACJ_03484	gene	666				
AFKFBACJ_03484	CDS	666		3.1.3.-	COG0560	putative phosphatase
AFKFBACJ_03485	gene	495	rppH_2			
AFKFBACJ_03485	CDS	495	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AFKFBACJ_03486	gene	285				
AFKFBACJ_03486	CDS	285				hypothetical protein
AFKFBACJ_03487	gene	1008	kdsD_2			
AFKFBACJ_03487	CDS	1008	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
AFKFBACJ_03488	gene	1182	phrA_2			
AFKFBACJ_03488	CDS	1182	phrA_2	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
AFKFBACJ_03489	gene	504				
AFKFBACJ_03489	CDS	504				hypothetical protein
AFKFBACJ_03490	gene	762				
AFKFBACJ_03490	CDS	762				hypothetical protein
AFKFBACJ_03491	gene	297				
AFKFBACJ_03491	CDS	297				hypothetical protein
AFKFBACJ_03492	gene	453	degU			
AFKFBACJ_03492	CDS	453	degU		COG2197	Transcriptional regulatory protein DegU
AFKFBACJ_03493	gene	663	liaR			
AFKFBACJ_03493	CDS	663	liaR		COG2197	Transcriptional regulatory protein LiaR
AFKFBACJ_03494	gene	1365	rcsC_7			
AFKFBACJ_03494	CDS	1365	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
AFKFBACJ_03495	gene	402	prpD			
AFKFBACJ_03495	CDS	402	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
AFKFBACJ_03496	gene	633	rsmG			
AFKFBACJ_03496	CDS	633	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
AFKFBACJ_03497	gene	786	soj_2			
AFKFBACJ_03497	CDS	786	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AFKFBACJ_03498	gene	468				
AFKFBACJ_03498	CDS	468				hypothetical protein
AFKFBACJ_03499	gene	375				
AFKFBACJ_03499	CDS	375				hypothetical protein
AFKFBACJ_03500	gene	885				
AFKFBACJ_03500	CDS	885				hypothetical protein
AFKFBACJ_03501	gene	1047				
AFKFBACJ_03501	CDS	1047				putative HTH-type transcriptional regulator
AFKFBACJ_03502	gene	531	yrdA_3			
AFKFBACJ_03502	CDS	531	yrdA_3		COG0663	Protein YrdA
AFKFBACJ_03503	gene	969				
AFKFBACJ_03503	CDS	969				hypothetical protein
AFKFBACJ_03504	gene	849				
AFKFBACJ_03504	CDS	849				hypothetical protein
AFKFBACJ_03505	gene	1596	bepA_5			
AFKFBACJ_03505	CDS	1596	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
AFKFBACJ_03506	gene	165				
AFKFBACJ_03506	CDS	165				hypothetical protein
AFKFBACJ_03507	gene	732				
AFKFBACJ_03507	CDS	732				hypothetical protein
AFKFBACJ_03508	gene	1449	bcsB			
AFKFBACJ_03508	CDS	1449	bcsB			Cyclic di-GMP-binding protein
AFKFBACJ_03509	gene	1638				
AFKFBACJ_03509	CDS	1638				hypothetical protein
AFKFBACJ_03510	gene	531	pal_14			
AFKFBACJ_03510	CDS	531	pal_14			Peptidoglycan-associated lipoprotein
AFKFBACJ_03511	gene	1842	accA1_1			
AFKFBACJ_03511	CDS	1842	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
AFKFBACJ_03512	gene	1758				
AFKFBACJ_03512	CDS	1758				hypothetical protein
AFKFBACJ_03513	gene	576				
AFKFBACJ_03513	CDS	576				hypothetical protein
AFKFBACJ_03514	gene	1803				
AFKFBACJ_03514	CDS	1803				hypothetical protein
AFKFBACJ_03515	gene	567				
AFKFBACJ_03515	CDS	567				putative protein
AFKFBACJ_03516	gene	564				
AFKFBACJ_03516	CDS	564				hypothetical protein
AFKFBACJ_03517	gene	1542				
AFKFBACJ_03517	CDS	1542				hypothetical protein
AFKFBACJ_03518	gene	546				
AFKFBACJ_03518	CDS	546				hypothetical protein
AFKFBACJ_03519	gene	489				
AFKFBACJ_03519	CDS	489				hypothetical protein
AFKFBACJ_03520	gene	204	rpmF			
AFKFBACJ_03520	CDS	204	rpmF		COG0333	50S ribosomal protein L32
AFKFBACJ_03521	gene	519				
AFKFBACJ_03521	CDS	519				hypothetical protein
AFKFBACJ_03522	gene	624				
AFKFBACJ_03522	CDS	624				hypothetical protein
AFKFBACJ_03523	gene	1116	ctaA_2			
AFKFBACJ_03523	CDS	1116	ctaA_2	1.3.-.-		Heme A synthase
AFKFBACJ_03524	gene	2430				
AFKFBACJ_03524	CDS	2430				hypothetical protein
AFKFBACJ_03525	gene	324				
AFKFBACJ_03525	CDS	324				hypothetical protein
AFKFBACJ_03526	gene	126	ykgO			
AFKFBACJ_03526	CDS	126	ykgO		COG0257	50S ribosomal protein L36 2
AFKFBACJ_03527	gene	1422				
AFKFBACJ_03527	CDS	1422		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AFKFBACJ_03528	gene	1536	fdhF			
AFKFBACJ_03528	CDS	1536	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
AFKFBACJ_03529	gene	915	fdhD			
